numdate,Close,polarity
2021-01-04,44.86000061035156,0.0993987
2021-01-05,45.86000061035156,0.1180213
2021-01-06,46.75,0.10894489999999997
2021-01-07,47.529998779296875,0.1187359
2021-01-08,48.220001220703125,0.108152
2021-01-11,48.0099983215332,0.1264109
2021-01-12,49.290000915527344,0.0989534
2021-01-13,50.4900016784668,0.12905319999999998
2021-01-14,51.209999084472656,0.1106341
2021-01-15,50.7400016784668,0.1102854
2021-01-19,52.72999954223633,0.1253107
2021-01-20,53.0099983215332,0.1206236
2021-01-21,53.2400016784668,0.1104857
2021-01-22,51.470001220703125,0.1136803
2021-01-25,49.970001220703125,0.124402
2021-01-26,49.119998931884766,0.1073812
2021-01-27,48.43000030517578,0.0732335
2021-01-28,48.75,0.0739362
2021-01-29,47.41999816894531,0.1037792
2021-02-01,48.04999923706055,0.0896762
2021-02-02,48.599998474121094,0.10247449999999997
2021-02-03,48.939998626708984,0.1076842
2021-02-04,48.75,0.1134682
2021-02-08,49.029998779296875,0.1153639
2021-02-09,49.439998626708984,0.1174834
2021-02-10,49.130001068115234,0.1356114
2021-02-11,48.709999084472656,0.1066018
2021-02-12,49.099998474121094,0.1038315
2021-02-16,52.47999954223633,0.13246329999999998
2021-02-17,55.56999969482422,0.1123854
2021-02-18,55.130001068115234,0.1072706
2021-02-19,54.0,0.103825
2021-02-22,56.34000015258789,0.1261998
2021-02-23,58.22999954223633,0.11188030000000003
2021-02-24,57.4900016784668,0.1063052
2021-02-25,57.119998931884766,0.1139806
2021-02-26,55.02000045776367,0.0954989
2021-03-02,53.779998779296875,0.1228956
2021-03-03,55.599998474121094,0.0915117
2021-03-04,55.880001068115234,0.096897
2021-03-05,57.20000076293945,0.112249
2021-03-08,57.40999984741211,0.0988012
2021-03-09,56.349998474121094,0.0888758
2021-03-10,55.66999816894531,0.0959706
2021-03-11,56.08000183105469,0.1084197
2021-03-12,56.09000015258789,0.1122147
2021-03-15,57.650001525878906,0.1171585
2021-03-16,57.349998474121094,0.1151786
2021-03-17,56.40999984741211,0.1107948
2021-03-29,53.7599983215332,0.1202528
2021-03-30,53.4900016784668,0.1036101
2021-03-31,52.72999954223633,0.1050719
2021-04-01,53.720001220703125,0.1011427
2021-04-05,52.84000015258789,0.13481629999999994
2021-04-06,52.91999816894531,0.1323589
2021-04-07,52.43000030517578,0.0863081
2021-04-08,52.66999816894531,0.107292
2021-04-09,51.79999923706055,0.1266761
2021-04-14,54.84000015258789,0.1023266
2021-04-15,54.119998931884766,0.1251014
2021-04-16,54.709999084472656,0.1281341
2021-04-19,54.880001068115234,0.12994160000000002
2021-04-20,53.33000183105469,0.113675
2021-04-21,51.470001220703125,0.0649851
2021-04-22,51.08000183105469,0.1116607
2021-04-23,50.810001373291016,0.0827845
2021-04-26,50.88999938964844,0.08010239999999999
2021-04-27,50.86000061035156,0.1162167
2021-04-28,51.2400016784668,0.13115829999999998
2021-04-29,51.310001373291016,0.10415710000000003
2021-04-30,49.189998626708984,0.1351032
2021-05-03,50.810001373291016,0.1326891
2021-05-04,51.70000076293945,0.0905712
2021-05-05,52.79999923706055,0.12984790000000002
2021-05-06,52.720001220703125,0.0933738
2021-05-07,53.65999984741211,0.08718250000000001
2021-05-10,54.060001373291016,0.0973203
2021-05-11,52.84000015258789,0.099365
2021-05-12,52.869998931884766,0.121683
2021-05-13,52.209999084472656,0.1120367
2021-05-14,52.65999984741211,0.0966402
2021-05-17,52.900001525878906,0.1312266
2021-05-18,54.0,0.1021277
2021-05-19,53.779998779296875,0.1173107
2021-05-20,52.61000061035156,0.1198131
2021-05-21,52.68000030517578,0.0881467
2021-05-24,53.099998474121094,0.0954607
2021-05-25,52.93000030517578,0.1525852
2021-05-26,53.040000915527344,0.13406510000000002
2021-05-27,53.63999938964844,0.1206885
2021-05-28,54.0,0.0808436
2021-06-01,54.880001068115234,0.1402109
2021-06-02,55.439998626708984,0.1035597
2021-06-03,54.86000061035156,0.0735692
2021-06-04,55.599998474121094,0.0770155
2021-06-07,55.08000183105469,0.0924154
2021-06-08,52.939998626708984,0.112568
2021-06-09,53.150001525878906,0.1148875
2021-06-10,53.310001373291016,0.12647080000000002
2021-06-11,53.869998931884766,0.10887639999999997
2021-06-14,54.5,0.1218331
2021-06-15,53.95000076293945,0.1100812
2021-06-16,53.459999084472656,0.1363053
2021-06-17,52.70000076293945,0.0974624
2021-06-18,50.65999984741211,0.1082864
2021-06-21,51.439998626708984,0.1148071
2021-06-22,52.33000183105469,0.1169228
2021-06-23,52.4900016784668,0.0937174
2021-06-24,53.31999969482422,0.1182479
2021-06-25,53.22999954223633,0.119038
2021-06-28,52.59000015258789,0.11893339999999998
2021-06-29,51.02000045776367,0.0875701
2021-06-30,51.0099983215332,0.1046036
2021-07-01,52.06999969482422,0.1096815
2021-07-02,51.22999954223633,0.08783289999999999
2021-07-06,49.369998931884766,0.0963212
2021-07-07,48.9900016784668,0.1191339
